title,overview,rating,genre,Tokenized_Overview
the jackal,hired by a powerful member of the russian mafia to avenge an fbi sting that left his brother dead  a psychopathic hitman known only as the jackal proves an elusive target for the people charged with the task of bringing him down  a deputy fbi director  a russian mvk major   and a jailed ira terrorist who can recognize him ,63.0,  action    thriller    adventure    crime  ,"['hire', 'power', 'member', 'russian', 'mafia', 'aveng', 'fbi', 'sting', 'left', 'brother', 'dead', 'psychopath', 'hitman', 'known', 'jackal', 'prove', 'elus', 'target', 'peopl', 'charg', 'task', 'bring', 'deputi', 'fbi', 'director', 'russian', 'mvk', 'major', 'jail', 'ira', 'terrorist', 'recogn']"
the family man,jack s lavish  fast paced lifestyle changes one christmas night when he stumbles into a grocery store holdup and disarms the gunman  the next morning he wakes up in bed lying next to kate  his college sweetheart he left in order to pursue his career  and to the horrifying discovery that his former life no longer exists  as he stumbles through this alternate suburban universe  jack finds himself at a crossroad where he must choose between his high power career and the woman he loves ,68.0,  comedy    drama    romance    fantasy  ,"['jack', 'lavish', 'fast', 'pace', 'lifestyl', 'chang', 'one', 'christma', 'night', 'stumbl', 'groceri', 'store', 'holdup', 'disarm', 'gunman', 'next', 'morn', 'wake', 'bed', 'lie', 'next', 'kate', 'colleg', 'sweetheart', 'left', 'order', 'pursu', 'career', 'horrifi', 'discoveri', 'former', 'life', 'longer', 'exist', 'stumbl', 'altern', 'suburban', 'univers', 'jack', 'find', 'crossroad', 'must', 'choos', 'high', 'power', 'career', 'woman', 'love']"
project a: part ii,dragon is now transferred to be the police head of sai wan district  and has to contend with a gangster kingpin  anti manchu revolutionaries  some runaway pirates  manchu loyalists and a corrupt police superintendent ,71.0,  action    comedy  ,"['dragon', 'transfer', 'polic', 'head', 'sai', 'wan', 'district', 'contend', 'gangster', 'kingpin', 'anti', 'manchu', 'revolutionari', 'runaway', 'pirat', 'manchu', 'loyalist', 'corrupt', 'polic', 'superintend']"
chasing the dragon,legendary heroes  lame rich rises  dragons fight tigers  wealth and danger,20.0,  action    crime  ,"['legendari', 'hero', 'lame', 'rich', 'rise', 'dragon', 'fight', 'tiger', 'wealth', 'danger']"
his girl friday,hildy  the journalist former wife of newspaper editor walter burns  visits his office to inform him that she s engaged and will be getting remarried the next day  walter can t let that happen and frames the fianc   bruce baldwin  for one thing after another  to keep him temporarily held in prison  while trying to steer hildy into returning to her old job as his employee ,74.0,  comedy    drama    romance  ,"['hildi', 'journalist', 'former', 'wife', 'newspap', 'editor', 'walter', 'burn', 'visit', 'offic', 'inform', 'engag', 'get', 'remarri', 'next', 'day', 'walter', 'let', 'happen', 'frame', 'fianc', 'bruce', 'baldwin', 'one', 'thing', 'anoth', 'keep', 'temporarili', 'held', 'prison', 'tri', 'steer', 'hildi', 'return', 'old', 'job', 'employe']"
disaster movie,the filmmaking team behind the hits  scary movie    date movie    epic movie  and  meet the spartans  this time puts its unique  inimitable stamp on one of the biggest and most bloated movie genres of all time    the disaster film ,33.0,  comedy    science fiction  ,"['filmmak', 'team', 'behind', 'hit', 'scari', 'movi', 'date', 'movi', 'epic', 'movi', 'meet', 'spartan', 'time', 'put', 'uniqu', 'inimit', 'stamp', 'one', 'biggest', 'bloat', 'movi', 'genr', 'time', 'disast', 'film']"
premium rush,in manhattan  a bike messenger picks up an envelope that attracts the interest of a dirty cop  who pursues the cyclist throughout the city ,63.0,  crime    action    thriller  ,"['manhattan', 'bike', 'messeng', 'pick', 'envelop', 'attract', 'interest', 'dirti', 'cop', 'pursu', 'cyclist', 'throughout', 'citi']"
just say yes,incurable romantic lotte finds her life upended when her plans for a picture perfect wedding unravel    just as her self absorbed sister gets engaged ,65.0,  comedy    romance  ,"['incur', 'romant', 'lott', 'find', 'life', 'upend', 'plan', 'pictur', 'perfect', 'wed', 'unravel', 'self', 'absorb', 'sister', 'get', 'engag']"
mavka: the forest song,mavka   a soul of the forest and its warden   faces an impossible choice between love and her duty as guardian to the heart of the forest  when she falls in love with a human   the talented young musician lukas ,0.0,  fantasy    animation    adventure    family    comedy  ,"['mavka', 'soul', 'forest', 'warden', 'face', 'imposs', 'choic', 'love', 'duti', 'guardian', 'heart', 'forest', 'fall', 'love', 'human', 'talent', 'young', 'musician', 'luka']"
reign of fire,in post apocalyptic england  an american volunteer and a british survivor team up to fight off a brood of fire breathing dragons seeking to return to global dominance after centuries of rest underground  the brit    leading a clan of survivors to hunt down the king of the dragons    has much at stake  his mother was killed by a dragon  but his love is still alive ,61.0,  adventure    action    fantasy  ,"['post', 'apocalypt', 'england', 'american', 'volunt', 'british', 'survivor', 'team', 'fight', 'brood', 'fire', 'breath', 'dragon', 'seek', 'return', 'global', 'domin', 'centuri', 'rest', 'underground', 'brit', 'lead', 'clan', 'survivor', 'hunt', 'king', 'dragon', 'much', 'stake', 'mother', 'kill', 'dragon', 'love', 'still', 'aliv']"
lego dc comics super heroes: the flash,reverse flash manipulates the speed force to put the flash into a time loop that forces him to relive the same day over and over again with progressively disastrous results  including losing his powers and being fired by the justice league  the flash must find a way to restore time to its original path and finally apprehend his worst enemy before all is lost for the flash and the world ,69.0,  adventure    animation    comedy    family    science fiction  ,"['revers', 'flash', 'manipul', 'speed', 'forc', 'put', 'flash', 'time', 'loop', 'forc', 'reliv', 'day', 'progress', 'disastr', 'result', 'includ', 'lose', 'power', 'fire', 'justic', 'leagu', 'flash', 'must', 'find', 'way', 'restor', 'time', 'origin', 'path', 'final', 'apprehend', 'worst', 'enemi', 'lost', 'flash', 'world']"
eraser,u s  marshall john kruger erases the identities of people enrolled in the witness protection program  his current assignment is to protect lee cullen  who s uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups  when kruger discovers that there s a corrupt agent within the program  he must guard his own life while trying to protect lee s ,60.0,  action    drama    mystery    thriller  ,"['u', 'marshal', 'john', 'kruger', 'eras', 'ident', 'peopl', 'enrol', 'wit', 'protect', 'program', 'current', 'assign', 'protect', 'lee', 'cullen', 'uncov', 'evid', 'weapon', 'manufactur', 'work', 'sell', 'terrorist', 'group', 'kruger', 'discov', 'corrupt', 'agent', 'within', 'program', 'must', 'guard', 'life', 'tri', 'protect', 'lee']"
the boat that rocked,the boat that rocked is an ensemble comedy  where the romance is between the young people of the   s  and pop music  it s about a band of djs that captivate britain  playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the british broadcasting corporation  loosely based on the events in britain in the    s when the labour government of harold wilson  wanted to bring the pirate radio stations under control  enough to see the passage of the marine broadcasting offences act on    august       also known as  pirate radio  ,72.0,  drama    comedy  ,"['boat', 'rock', 'ensembl', 'comedi', 'romanc', 'young', 'peopl', 'pop', 'music', 'band', 'dj', 'captiv', 'britain', 'play', 'music', 'defin', 'gener', 'stand', 'govern', 'want', 'control', 'popular', 'cultur', 'via', 'british', 'broadcast', 'corpor', 'loos', 'base', 'event', 'britain', 'labour', 'govern', 'harold', 'wilson', 'want', 'bring', 'pirat', 'radio', 'station', 'control', 'enough', 'see', 'passag', 'marin', 'broadcast', 'offenc', 'act', 'august', 'also', 'known', 'pirat', 'radio']"
the librarian: quest for the spear,when a magical artifact is lifted from his library  a meek librarian sets out to ensure its safe return ,62.0,  adventure    action    fantasy  ,"['magic', 'artifact', 'lift', 'librari', 'meek', 'librarian', 'set', 'ensur', 'safe', 'return']"
junior,as part of a fertility research project  a male scientist agrees to carry a pregnancy in his own body ,52.0,  comedy    family    romance  ,"['part', 'fertil', 'research', 'project', 'male', 'scientist', 'agre', 'carri', 'pregnanc', 'bodi']"
the tale of despereaux,once upon a time    in the far away kingdom of dor    lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight  banished from his home for having such lofty ambitions  despereaux sets off on an amazing adventure with his good hearted rat friend roscuro  who leads him  at long last  on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness ,60.0,  adventure    animation    family  ,"['upon', 'time', 'far', 'away', 'kingdom', 'dor', 'live', 'brave', 'virtuou', 'mous', 'comic', 'overs', 'ear', 'dreamt', 'becom', 'knight', 'banish', 'home', 'lofti', 'ambit', 'despereaux', 'set', 'amaz', 'adventur', 'good', 'heart', 'rat', 'friend', 'roscuro', 'lead', 'long', 'last', 'nobl', 'quest', 'rescu', 'endang', 'princess', 'save', 'entir', 'kingdom', 'dark']"
superman: red son,set in the thick of the cold war  red son introduces us to a superman who landed in the ussr during the     s and grows up to become a soviet symbol that fights for the preservation of stalin s brand of communism ,72.0,  science fiction    animation    action  ,"['set', 'thick', 'cold', 'war', 'red', 'son', 'introduc', 'us', 'superman', 'land', 'ussr', 'grow', 'becom', 'soviet', 'symbol', 'fight', 'preserv', 'stalin', 'brand', 'commun']"
down,after the elevators at a new york city skyscraper begin inexplicably malfunctioning  putting its passengers at risk  mechanic mark newman and reporter jennifer evans begin separate investigations  newman gets resistance from superiors at his company  which manufactured the elevator  while additional elevator incidents cause several gruesome deaths  the police get involved and suspect that terrorists are responsible  but a far stranger explanation looms ,52.0,  action    horror    mystery    thriller  ,"['elev', 'new', 'york', 'citi', 'skyscrap', 'begin', 'inexplic', 'malfunct', 'put', 'passeng', 'risk', 'mechan', 'mark', 'newman', 'report', 'jennif', 'evan', 'begin', 'separ', 'investig', 'newman', 'get', 'resist', 'superior', 'compani', 'manufactur', 'elev', 'addit', 'elev', 'incid', 'caus', 'sever', 'gruesom', 'death', 'polic', 'get', 'involv', 'suspect', 'terrorist', 'respons', 'far', 'stranger', 'explan', 'loom']"
maverick,maverick is a gambler who would rather con someone than fight them  and needs an additional three thousand dollars in order to enter a winner takes all poker game that begins in a few days  so he joins forces with a woman gambler with a marvellous southern accent  and the two try and enter the game ,68.0,  action    adventure    comedy    drama    western  ,"['maverick', 'gambler', 'would', 'rather', 'con', 'someon', 'fight', 'need', 'addit', 'three', 'thousand', 'dollar', 'order', 'enter', 'winner', 'take', 'poker', 'game', 'begin', 'day', 'join', 'forc', 'woman', 'gambler', 'marvel', 'southern', 'accent', 'two', 'tri', 'enter', 'game']"
my super ex-girlfriend,when new york architect matt saunders dumps his new girlfriend jenny johnson   a smart  sexy and reluctant superhero known as g girl   she uses her powers to make his life a living hell ,51.0,  comedy    science fiction    romance  ,"['new', 'york', 'architect', 'matt', 'saunder', 'dump', 'new', 'girlfriend', 'jenni', 'johnson', 'smart', 'sexi', 'reluct', 'superhero', 'known', 'g', 'girl', 'use', 'power', 'make', 'life', 'live', 'hell']"
v.i.p.,a son to a high ranked official in north korea commits a series of murders going across the countries around the world  the movie depicts the following events as south korea  north korea and interpol start chasing down after him ,79.0,  crime    thriller    action  ,"['son', 'high', 'rank', 'offici', 'north', 'korea', 'commit', 'seri', 'murder', 'go', 'across', 'countri', 'around', 'world', 'movi', 'depict', 'follow', 'event', 'south', 'korea', 'north', 'korea', 'interpol', 'start', 'chase']"
